Index,Sub,EDSname,Datatype,Access,Value,varname,LowLimit,UpLimit,hasDefault,hasLimit,refuseRead,refuseWrite,defaultInEDS,implementation,Size,ObjectCode,mapable
0x1011,0x65,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x66,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x67,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x68,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x69,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x6a,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x6b,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x6c,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x6d,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x6e,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x6f,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x70,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x71,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x72,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x73,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x74,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x75,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x76,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x77,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x78,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x79,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x7a,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x7b,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x7c,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x7d,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x7e,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1011,0x7f,Restore default parameters Restore manufacturer defined default parameters,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,0,ManagedVariable,0,,no
0x1014,0x00,COB ID EMCY,UNSIGNED32,ro,$NODEID+0x80,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,no
0x1015,0x00,Inhibit Time Emergency,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1016,0x00,Consumer Heartbeat Time Number of entries,UNSIGNED8,ro,1,NONE,0,255,yes,no,no,no,1,ManagedConst,0,ARRAY,no
0x1016,0x01,Consumer Heartbeat Time Consumer Heartbeat Time,UNSIGNED32,rw,67584,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,no
0x1017,0x00,Producer Heartbeat Time,UNSIGNED16,rw,1000,NONE,0,65535,no,no,no,no,0,ManagedVariable,0,,no
0x1018,0x00,Identity Object Number of entries,UNSIGNED8,ro,4,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,no
0x1018,0x01,Identity Object Vendor Id,UNSIGNED32,ro,0,NONE,0,4294967295,no,no,no,no,0,ManagedConst,0,,no
0x1018,0x02,Identity Object Product Code,UNSIGNED32,ro,1234,NONE,0,4294967295,no,no,no,no,0,ManagedConst,0,,no
0x1018,0x03,Identity Object Revision number,UNSIGNED32,ro,1,NONE,0,4294967295,no,no,no,no,0,ManagedConst,0,,no
0x1018,0x04,Identity Object Serial number,UNSIGNED32,ro,,NONE,0,4294967295,no,no,no,no,0,ManagedVariable,0,,no
0x1029,0x00,Error behaviour Nr of Error Classes,UNSIGNED8,ro,2,NONE,0,255,yes,no,no,no,1,ManagedConst,0,ARRAY,no
0x1029,0x01,Error behaviour Communication Error,UNSIGNED8,rw,1,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,,no
0x1029,0x02,Error behaviour Specific Error Class ,UNSIGNED8,rw,,NONE,0,255,no,no,no,no,1,ManagedVariable,0,,no
0x1200,0x00,Server SDO Parameter Number of entries,UNSIGNED8,ro,2,NONE,2,2,yes,no,no,no,1,ManagedConst,0,RECORD,no
0x1200,0x01,Server SDO Parameter COB ID Client to Server,UNSIGNED32,ro,$NODEID+0x600,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,no
0x1200,0x02,Server SDO Parameter COB ID Server to Client,UNSIGNED32,ro,$NODEID+0x580,NONE,0,4294967295,yes,no,no,no,1,ManagedVariable,0,,no
0x1400,0x00,Receive PDO Communication Parameter Number of entries,UNSIGNED8,ro,5,NONE,2,5,yes,no,no,no,1,ManagedConst,0,RECORD,no
0x1400,0x01,Receive PDO Communication Parameter COB ID,UNSIGNED32,rw,$NODEID+0x200,NONE,1,4294967295,yes,no,no,no,1,ManagedVariable,0,,no
0x1400,0x02,Receive PDO Communication Parameter Transmission Type,UNSIGNED8,rw,255,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,,no
0x1400,0x03,Receive PDO Communication Parameter Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1400,0x04,Receive PDO Communication Parameter Compatibility Entry,UNSIGNED8,rw,,NONE,0,255,no,no,no,no,1,ManagedVariable,0,,no
0x1400,0x05,Receive PDO Communication Parameter Event Timer,UNSIGNED16,rw,3000,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1401,0x00,Receive PDO Communication Parameter Highest sub-index supported,UNSIGNED8,ro,2,NONE,2,5,yes,no,no,no,1,ManagedConst,0,RECORD,no
0x1401,0x01,Receive PDO Communication Parameter COB ID,UNSIGNED32,rw,$NODEID+0x300,NONE,1,4294967295,yes,no,no,no,1,ManagedVariable,0,,no
0x1401,0x02,Receive PDO Communication Parameter Transmission Type,UNSIGNED8,rw,255,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,,no
0x1600,0x00,Receive PDO Mapping Parameter Number of entries,UNSIGNED8,const,3,NONE,0,255,yes,no,no,no,1,ManagedConst,0,RECORD,no
0x1600,0x01,Receive PDO Mapping Parameter PDO Mapping Entry,UNSIGNED32,const,805306888,NONE,0,0,yes,no,no,no,1,ManagedConst,0,,no
0x1600,0x02,Receive PDO Mapping Parameter PDO Mapping Entry,UNSIGNED32,const,536936480,NONE,0,805306912,yes,no,no,no,1,ManagedConst,0,,no
0x1600,0x03,Receive PDO Mapping Parameter PDO Mapping Entry,UNSIGNED32,const,805307144,NONE,0,805306912,yes,no,no,no,1,ManagedConst,0,,no
0x1601,0x00,Receive PDO Mapping Parameter Highest sub-index supported,UNSIGNED8,rw,4,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,RECORD,no
0x1601,0x01,Receive PDO Mapping Parameter Mapping Entry 1,UNSIGNED32,rw,1644167432,NONE,0,0,yes,no,no,no,1,ManagedVariable,0,,no
0x1601,0x02,Receive PDO Mapping Parameter Mapping Entry 2,UNSIGNED32,rw,1644167688,NONE,0,0,yes,no,no,no,1,ManagedVariable,0,,no
0x1601,0x03,Receive PDO Mapping Parameter Mapping Entry 3,UNSIGNED32,rw,1644167944,NONE,0,0,yes,no,no,no,1,ManagedVariable,0,,no
0x1601,0x04,Receive PDO Mapping Parameter Mapping Entry 4,UNSIGNED32,rw,1644168200,NONE,0,0,yes,no,no,no,1,ManagedVariable,0,,no
0x1800,0x00,Transmit PDO IO Number of entries,UNSIGNED8,ro,5,NONE,2,6,yes,no,no,no,1,ManagedConst,0,RECORD,no
0x1800,0x01,Transmit PDO IO COB ID,UNSIGNED32,rw,$NODEID+0x180,NONE,1,4294967295,yes,no,no,no,1,ManagedVariable,0,,no
0x1800,0x02,Transmit PDO IO Transmission Type,UNSIGNED8,rw,254,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,,no
0x1800,0x03,Transmit PDO IO Inhibit Time,UNSIGNED16,rw,5000,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1800,0x04,Transmit PDO IO Compatibility Entry,UNSIGNED8,rw,,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,no
0x1800,0x05,Transmit PDO IO Event Timer,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1801,0x00,Transmit PDO Temperatures Number of entries,UNSIGNED8,ro,5,NONE,2,6,yes,no,no,no,1,ManagedConst,0,RECORD,no
0x1801,0x01,Transmit PDO Temperatures COB ID,UNSIGNED32,rw,$NODEID+0x280,NONE,1,4294967295,yes,no,no,no,1,ManagedVariable,0,,no
0x1801,0x02,Transmit PDO Temperatures Transmission Type,UNSIGNED8,rw,254,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,,no
0x1801,0x03,Transmit PDO Temperatures Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1801,0x04,Transmit PDO Temperatures Compatibility Entry,UNSIGNED8,rw,,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,no
0x1801,0x05,Transmit PDO Temperatures Event Timer,UNSIGNED16,rw,10000,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1802,0x00,Transmit PDO DC Bus Number of entries,UNSIGNED8,ro,5,NONE,2,6,yes,no,no,no,1,ManagedConst,0,RECORD,no
0x1802,0x01,Transmit PDO DC Bus COB ID,UNSIGNED32,rw,$NODEID+0x380,NONE,1,4294967295,yes,no,no,no,1,ManagedVariable,0,,no
0x1802,0x02,Transmit PDO DC Bus Transmission Type,UNSIGNED8,rw,254,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,,no
0x1802,0x03,Transmit PDO DC Bus Inhibit Time,UNSIGNED16,rw,0,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1802,0x04,Transmit PDO DC Bus Compatibility Entry,UNSIGNED8,rw,,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,no
0x1802,0x05,Transmit PDO DC Bus Event Timer,UNSIGNED16,rw,10000,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1803,0x00,Transmit PDO Energy Bank Number of entries,UNSIGNED8,ro,5,NONE,2,6,yes,no,no,no,1,ManagedConst,0,RECORD,no
0x1803,0x01,Transmit PDO Energy Bank COB ID,UNSIGNED32,rw,$NODEID+0x480,NONE,1,4294967295,yes,no,no,no,1,ManagedVariable,0,,no
0x1803,0x02,Transmit PDO Energy Bank Transmission Type,UNSIGNED8,rw,254,NONE,0,255,yes,no,no,no,1,ManagedVariable,0,,no
0x1803,0x03,Transmit PDO Energy Bank Inhibit Time,UNSIGNED16,rw,5000,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1803,0x04,Transmit PDO Energy Bank Compatibility Entry,UNSIGNED8,rw,,NONE,0,255,yes,no,no,no,0,ManagedVariable,0,,no
0x1803,0x05,Transmit PDO Energy Bank Event Timer,UNSIGNED16,rw,10000,NONE,0,65535,yes,no,no,no,1,ManagedVariable,0,,no
0x1a00,0x00,TPDO mapping IO Number of mapped application objects in TPDO,UNSIGNED8,rw,1,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,RECORD,no
0x1a00,0x01,TPDO mapping IO State_Of_Switches_PDO,UNSIGNED32,rw,1610613000,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a01,0x00,TPDO mapping Temperatures Number of entries,UNSIGNED8,rw,5,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,RECORD,no
0x1a01,0x01,TPDO mapping Temperatures Temperature_Measured_At_DPMU_Hottest_Point_PDO,UNSIGNED32,rw,838861320,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a01,0x02,TPDO mapping Temperatures TEMPERATURE_BASE_PDO,UNSIGNED32,rw,838861832,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a01,0x03,TPDO mapping Temperatures TEMPERATURE_MAIN_PDO,UNSIGNED32,rw,838862088,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a01,0x04,TPDO mapping Temperatures TEMPERATURE_MEZZANINE_PDO,UNSIGNED32,rw,838862344,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a01,0x05,TPDO mapping Temperatures TEMPERATURE_PWR_BANK_PDO,UNSIGNED32,rw,838862600,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a02,0x00,TPDO mapping DC Bus Number of entries,UNSIGNED8,rw,4,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,RECORD,no
0x1a02,0x01,TPDO mapping DC Bus Read_Voltage_At_DC_Bus_PDO,UNSIGNED32,rw,855900424,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a02,0x02,TPDO mapping DC Bus Power_From_DC_Input_PDO,UNSIGNED32,rw,855900688,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a02,0x03,TPDO mapping DC Bus Read_Load_Current_PDO,UNSIGNED32,rw,855900936,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a02,0x04,TPDO mapping DC Bus Power_Consumed_By_Load_PDO,UNSIGNED32,rw,855901200,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a03,0x00,TPDO mapping Energy Bank Number of entries,UNSIGNED8,rw,4,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,RECORD,no
0x1a03,0x01,TPDO mapping Energy Bank State_of_Charge_of_Energy_Bank_PDO,UNSIGNED32,rw,872416520,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a03,0x02,TPDO mapping Energy Bank State_of_Health_of_Energy_Bank_PDO,UNSIGNED32,rw,872416776,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a03,0x03,TPDO mapping Energy Bank Remaining_Energy_To_Min_SoC_At_Energy_Bank_PDO,UNSIGNED32,rw,872417040,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1a03,0x04,TPDO mapping Energy Bank Stack_Temperature_PDO,UNSIGNED32,rw,872417544,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x1f51,0x00,Program Control Number of entries,UNSIGNED8,ro,1,NONE,0,0xff,yes,no,no,no,1,ManagedConst,0,ARRAY,no
0x1f51,0x01,Program Control Program Control 1,UNSIGNED8,rw,,NONE,0,2,yes,yes,no,no,0,ManagedVariable,0,,no
 
0x2000,0x00,Date_And_Time,UNSIGNED32,rw,,NONE,0,0xffffffff,yes,no,no,no,1,ManagedVariable,0,,no
0x2001,0x00,Manufacturer Object,INTEGER32,rw,4,NONE,0,0,no,no,no,no,0,ManagedVariable,0,,both
0x2002,0x00,Set NodeID,UNSIGNED8,rw,125,NONE,0,0,yes,no,no,no,1,ManagedVariable,0,,no
0x3000,0x00,DC_Bus_Voltage Highest sub-index supported,UNSIGNED8,ro,5,NONE,0,0,yes,no,no,no,1,ManagedConst,0,ARRAY,no
0x3000,0x01,DC_Bus_Voltage Min_Allowed_DC_Bus_Voltage,UNSIGNED8,rw,167,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,rpdo
0x3000,0x02,DC_Bus_Voltage Max_Allowed_DC_Bus_Voltage,UNSIGNED8,rw,193,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,rpdo
0x3000,0x03,DC_Bus_Voltage Target_Voltage_At_DC_Bus,UNSIGNED8,rw,180,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,rpdo
0x3000,0x04,DC_Bus_Voltage VDC_Bus_Short_Circuit_Limit,UNSIGNED8,rw,60,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,rpdo
0x3000,0x05,DC_Bus_Voltage VDROOP,UNSIGNED8,rw,1,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,rpdo
0x3001,0x00,ESS_Current,UNSIGNED8,rw,48,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,rpdo
0x3100,0x00,Energy_Cell_Summary Highest sub-index supported,UNSIGNED8,ro,62,NONE,0,0xff,yes,no,no,no,1,ManagedConst,0,RECORD,no
0x3100,0x01,Energy_Cell_Summary Min_Voltage_Energy_Cell,UNSIGNED8,rw,16,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,rpdo
0x3100,0x02,Energy_Cell_Summary Max_Voltage_Energy_Cell,UNSIGNED8,rw,48,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,rpdo
0x3100,0x03,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_01,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x04,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_02,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x05,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_03,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x06,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_04,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x07,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_05,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x08,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_06,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x09,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_07,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x0a,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_08,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x0b,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_09,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x0c,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_10,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x0d,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_11,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x0e,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_12,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x0f,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_13,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x10,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_14,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
0x3100,0x11,Energy_Cell_Summary State_of_Charge_of_Energy_Cell_15,UNSIGNED8,ro,0,NONE,0,0xff,yes,no,no,no,1,ManagedVariable,0,,both
